timestamp,open,high,low,close,volume
2025-06-10 06:00:00,158.1230045943997,158.1230045943997,158.1230045943997,158.1230045943997,8566359908.668943
2025-06-10 07:00:00,158.31737030134101,158.31737030134101,158.31737030134101,158.31737030134101,8602749896.11347
2025-06-10 08:00:00,158.43135646052232,158.43135646052232,158.43135646052232,158.43135646052232,8697987477.94852
2025-06-10 09:00:00,158.14029130196263,158.14029130196263,158.14029130196263,158.14029130196263,8718309197.699697
2025-06-10 10:00:00,158.83343745655546,158.83343745655546,158.83343745655546,158.83343745655546,8458221303.24557
2025-06-10 11:00:00,158.02516723487935,158.02516723487935,158.02516723487935,158.02516723487935,8088229275.678517
2025-06-10 12:00:00,160.82592111772252,160.82592111772252,160.82592111772252,160.82592111772252,8428134118.342023
2025-06-10 13:00:00,161.0751423070002,161.0751423070002,161.0751423070002,161.0751423070002,8683888404.091696
2025-06-10 14:00:00,159.06850784625658,159.06850784625658,159.06850784625658,159.06850784625658,8798105331.150234
2025-06-10 15:00:00,157.29590285827092,157.29590285827092,157.29590285827092,157.29590285827092,9008535332.804693
2025-06-10 16:00:00,158.06243786592657,158.06243786592657,158.06243786592657,158.06243786592657,7203234145.191658
2025-06-10 17:00:00,157.21088723098225,157.21088723098225,157.21088723098225,157.21088723098225,8866003824.232138
2025-06-10 18:00:00,158.26061870880412,158.26061870880412,158.26061870880412,158.26061870880412,8845464671.467371
2025-06-10 19:00:00,164.32536187882013,164.32536187882013,164.32536187882013,164.32536187882013,8749095996.189034
2025-06-10 20:00:00,163.57747578585858,163.57747578585858,163.57747578585858,163.57747578585858,8559932981.474392
2025-06-10 21:00:00,164.95679310225847,164.95679310225847,164.95679310225847,164.95679310225847,10938422241.818398
2025-06-10 22:00:00,164.00749268117733,164.00749268117733,164.00749268117733,164.00749268117733,10858085235.27463
2025-06-10 23:00:00,164.6439610998978,164.6439610998978,164.6439610998978,164.6439610998978,10819048036.150743
2025-06-11 00:00:00,164.9644225697288,164.9644225697288,164.9644225697288,164.9644225697288,10694564801.540865
2025-06-11 01:00:00,164.56781805980378,164.56781805980378,164.56781805980378,164.56781805980378,10818105024.626791
