timestamp,open,high,low,close,volume,datetime
1758032100000,3.0107,3.0193,3.009,3.0091,1588713.0,2025-09-16 14:15:00+00:00
1758032400000,3.0091,3.0207,3.0053,3.0198,827189.0,2025-09-16 14:20:00+00:00
1758032700000,3.0198,3.0219,3.0154,3.0201,397997.0,2025-09-16 14:25:00+00:00
1758033000000,3.0201,3.0222,3.0133,3.0154,395202.0,2025-09-16 14:30:00+00:00
1758033300000,3.0154,3.0224,3.0146,3.0151,289400.4672,2025-09-16 14:35:00+00:00
1758033600000,3.0151,3.0188,3.0147,3.0185,177313.5712,2025-09-16 14:40:00+00:00
1758033900000,3.0185,3.0255,3.0179,3.0238,403432.2699,2025-09-16 14:45:00+00:00
1758034200000,3.0238,3.0299,3.0238,3.0288,449471.1738,2025-09-16 14:50:00+00:00
1758034500000,3.0288,3.03,3.0268,3.0275,472291.4854,2025-09-16 14:55:00+00:00
1758034800000,3.0275,3.0289,3.0198,3.0203,493931.9106,2025-09-16 15:00:00+00:00
1758035100000,3.0203,3.0268,3.0199,3.0259,171683.3314,2025-09-16 15:05:00+00:00
1758035400000,3.0259,3.0259,3.0204,3.0217,378788.8293,2025-09-16 15:10:00+00:00
1758035700000,3.0217,3.0277,3.0215,3.0277,852278.7848,2025-09-16 15:15:00+00:00
1758036000000,3.0277,3.0334,3.0258,3.0291,522849.838,2025-09-16 15:20:00+00:00
1758036300000,3.0291,3.0318,3.0289,3.0306,375729.7248,2025-09-16 15:25:00+00:00
1758036600000,3.0306,3.0334,3.0274,3.029,377724.38,2025-09-16 15:30:00+00:00
1758036900000,3.029,3.0313,3.0288,3.0305,132444.6607,2025-09-16 15:35:00+00:00
1758037200000,3.0305,3.0325,3.0288,3.031,208416.898,2025-09-16 15:40:00+00:00
1758037500000,3.031,3.0331,3.0291,3.032,241531.0424,2025-09-16 15:45:00+00:00
1758037800000,3.032,3.0363,3.0291,3.0358,436306.2158,2025-09-16 15:50:00+00:00
1758038100000,3.0358,3.0399,3.0358,3.0378,538587.5963,2025-09-16 15:55:00+00:00
1758038400000,3.0378,3.039,3.0332,3.0373,865656.0,2025-09-16 16:00:00+00:00
1758038700000,3.0373,3.0376,3.0303,3.0354,410015.1354,2025-09-16 16:05:00+00:00
1758039000000,3.0354,3.0384,3.0346,3.0353,243552.4157,2025-09-16 16:10:00+00:00
1758039300000,3.0353,3.0379,3.0321,3.033,330354.3709,2025-09-16 16:15:00+00:00
1758039600000,3.033,3.0356,3.0289,3.0309,897076.7472,2025-09-16 16:20:00+00:00
1758039900000,3.0309,3.0354,3.0303,3.0354,438665.4527,2025-09-16 16:25:00+00:00
1758040200000,3.0354,3.0426,3.0354,3.0404,696022.3813,2025-09-16 16:30:00+00:00
1758040500000,3.0404,3.0411,3.0351,3.0382,287473.427,2025-09-16 16:35:00+00:00
1758040800000,3.0382,3.0408,3.0366,3.0394,527729.4782,2025-09-16 16:40:00+00:00
1758041100000,3.0394,3.041,3.0374,3.0384,234392.2911,2025-09-16 16:45:00+00:00
1758041400000,3.0384,3.0411,3.0377,3.041,194693.5436,2025-09-16 16:50:00+00:00
1758041700000,3.041,3.0492,3.0404,3.0452,2187702.5068,2025-09-16 16:55:00+00:00
1758042000000,3.0452,3.0522,3.0444,3.0486,479812.1372,2025-09-16 17:00:00+00:00
1758042300000,3.0486,3.0535,3.048,3.0495,670430.0,2025-09-16 17:05:00+00:00
1758042600000,3.0495,3.0536,3.0475,3.053,826970.8815,2025-09-16 17:10:00+00:00
1758042900000,3.053,3.0572,3.0528,3.0558,588730.0,2025-09-16 17:15:00+00:00
1758043200000,3.0558,3.0559,3.0504,3.0529,384163.0,2025-09-16 17:20:00+00:00
1758043500000,3.0529,3.053,3.0445,3.0476,678220.0,2025-09-16 17:25:00+00:00
1758043800000,3.0476,3.0502,3.0466,3.0483,468166.9214,2025-09-16 17:30:00+00:00
1758044100000,3.0483,3.0501,3.0419,3.0455,445024.2697,2025-09-16 17:35:00+00:00
1758044400000,3.0455,3.047,3.0401,3.0437,445514.0992,2025-09-16 17:40:00+00:00
1758044700000,3.0437,3.0496,3.0432,3.0439,565869.6024,2025-09-16 17:45:00+00:00
1758045000000,3.0439,3.044,3.0414,3.0438,156723.3622,2025-09-16 17:50:00+00:00
1758045300000,3.0438,3.0475,3.0434,3.0458,180231.0014,2025-09-16 17:55:00+00:00
1758045600000,3.0458,3.048,3.0454,3.0465,270985.6378,2025-09-16 18:00:00+00:00
1758045900000,3.0465,3.0503,3.045,3.0464,479565.7581,2025-09-16 18:05:00+00:00
1758046200000,3.0464,3.0484,3.0431,3.0459,571788.7481,2025-09-16 18:10:00+00:00
1758046500000,3.0459,3.0482,3.0443,3.0477,397405.7866,2025-09-16 18:15:00+00:00
1758046800000,3.0477,3.0496,3.0449,3.0449,154517.5846,2025-09-16 18:20:00+00:00
1758047100000,3.0449,3.047,3.0412,3.0433,273855.0799,2025-09-16 18:25:00+00:00
1758047400000,3.0433,3.0438,3.0382,3.0393,742245.1912,2025-09-16 18:30:00+00:00
1758047700000,3.0393,3.0402,3.0351,3.0384,608616.7596,2025-09-16 18:35:00+00:00
1758048000000,3.0384,3.039,3.0338,3.0377,443870.0,2025-09-16 18:40:00+00:00
1758048300000,3.0377,3.0398,3.0356,3.0377,203765.079,2025-09-16 18:45:00+00:00
1758048600000,3.0377,3.0398,3.0361,3.0386,194906.0718,2025-09-16 18:50:00+00:00
1758048900000,3.0386,3.0406,3.0381,3.0384,350522.5135,2025-09-16 18:55:00+00:00
1758049200000,3.0384,3.042,3.0383,3.0393,249892.3438,2025-09-16 19:00:00+00:00
1758049500000,3.0393,3.0422,3.0356,3.0358,374332.084,2025-09-16 19:05:00+00:00
1758049800000,3.0358,3.0399,3.0342,3.0399,274475.396,2025-09-16 19:10:00+00:00
1758050100000,3.0399,3.0416,3.0373,3.0389,139379.05,2025-09-16 19:15:00+00:00
1758050400000,3.0389,3.0427,3.0389,3.0406,234637.2351,2025-09-16 19:20:00+00:00
1758050700000,3.0406,3.0406,3.0349,3.0374,1078378.3397,2025-09-16 19:25:00+00:00
1758051000000,3.0374,3.0393,3.034,3.0347,222928.6812,2025-09-16 19:30:00+00:00
1758051300000,3.0347,3.0372,3.0336,3.0368,311532.818,2025-09-16 19:35:00+00:00
1758051600000,3.0368,3.0376,3.0357,3.0364,106185.1497,2025-09-16 19:40:00+00:00
1758051900000,3.0364,3.0454,3.0364,3.044,561952.6841,2025-09-16 19:45:00+00:00
1758052200000,3.044,3.0477,3.044,3.046,366834.0004,2025-09-16 19:50:00+00:00
1758052500000,3.046,3.0517,3.046,3.0501,448657.076,2025-09-16 19:55:00+00:00
1758052800000,3.0501,3.0502,3.0443,3.0458,329095.8747,2025-09-16 20:00:00+00:00
1758053100000,3.0458,3.0493,3.0458,3.0489,251979.8983,2025-09-16 20:05:00+00:00
1758053400000,3.0489,3.0499,3.0459,3.0463,259441.1576,2025-09-16 20:10:00+00:00
1758053700000,3.0463,3.0476,3.0418,3.0418,500266.4422,2025-09-16 20:15:00+00:00
1758054000000,3.0418,3.0477,3.0401,3.045,369405.179,2025-09-16 20:20:00+00:00
1758054300000,3.045,3.045,3.0429,3.0441,257483.5738,2025-09-16 20:25:00+00:00
1758054600000,3.0441,3.0456,3.0428,3.0433,74519.3082,2025-09-16 20:30:00+00:00
1758054900000,3.0433,3.0454,3.042,3.0454,198811.2286,2025-09-16 20:35:00+00:00
1758055200000,3.0454,3.0473,3.0452,3.047,250842.0,2025-09-16 20:40:00+00:00
1758055500000,3.047,3.0482,3.046,3.0482,221785.1656,2025-09-16 20:45:00+00:00
1758055800000,3.0482,3.0482,3.0463,3.0466,49125.0254,2025-09-16 20:50:00+00:00
1758056100000,3.0466,3.0466,3.0445,3.0459,116821.2898,2025-09-16 20:55:00+00:00
1758056400000,3.0459,3.0488,3.0452,3.0484,478643.8944,2025-09-16 21:00:00+00:00
1758056700000,3.0484,3.0506,3.0478,3.0505,956399.0584,2025-09-16 21:05:00+00:00
1758057000000,3.0505,3.0505,3.0452,3.0452,345504.4816,2025-09-16 21:10:00+00:00
1758057300000,3.0452,3.0501,3.0452,3.0464,543329.4291,2025-09-16 21:15:00+00:00
1758057600000,3.0464,3.0478,3.0452,3.0458,236242.1961,2025-09-16 21:20:00+00:00
1758057900000,3.0458,3.0482,3.045,3.0481,236990.8756,2025-09-16 21:25:00+00:00
1758058200000,3.0481,3.0523,3.0481,3.0504,306725.4251,2025-09-16 21:30:00+00:00
1758058500000,3.0504,3.0548,3.0504,3.0546,377250.5788,2025-09-16 21:35:00+00:00
1758058800000,3.0546,3.0546,3.0508,3.052,646067.3072,2025-09-16 21:40:00+00:00
1758059100000,3.052,3.0522,3.0496,3.0498,458517.5185,2025-09-16 21:45:00+00:00
1758059400000,3.0498,3.0537,3.0498,3.0533,682559.5869,2025-09-16 21:50:00+00:00
1758059700000,3.0533,3.0536,3.0525,3.0525,145001.4886,2025-09-16 21:55:00+00:00
1758060000000,3.0525,3.0553,3.0516,3.0531,643849.6057,2025-09-16 22:00:00+00:00
1758060300000,3.0531,3.0563,3.0531,3.0552,189187.9944,2025-09-16 22:05:00+00:00
1758060600000,3.0552,3.0558,3.054,3.0541,226077.8372,2025-09-16 22:10:00+00:00
1758060900000,3.0541,3.0547,3.0517,3.0529,315345.0,2025-09-16 22:15:00+00:00
1758061200000,3.0529,3.0535,3.0514,3.0521,75247.8712,2025-09-16 22:20:00+00:00
1758061500000,3.0521,3.0524,3.0478,3.0483,472901.9242,2025-09-16 22:25:00+00:00
1758061800000,3.0483,3.0483,3.0444,3.0464,401796.6983,2025-09-16 22:30:00+00:00
1758062100000,3.0464,3.049,3.0448,3.0474,256256.5401,2025-09-16 22:35:00+00:00
1758062400000,3.0474,3.0494,3.0467,3.0487,297900.5022,2025-09-16 22:40:00+00:00
1758062700000,3.0487,3.05,3.0483,3.0486,237185.4999,2025-09-16 22:45:00+00:00
1758063000000,3.0486,3.0494,3.0471,3.0481,79839.9307,2025-09-16 22:50:00+00:00
1758063300000,3.0481,3.0483,3.0458,3.0458,143901.8409,2025-09-16 22:55:00+00:00
1758063600000,3.0458,3.0465,3.0435,3.0436,476783.8685,2025-09-16 23:00:00+00:00
1758063900000,3.0436,3.0449,3.0424,3.0445,366576.095,2025-09-16 23:05:00+00:00
1758064200000,3.0445,3.0451,3.0424,3.0424,348451.4192,2025-09-16 23:10:00+00:00
1758064500000,3.0424,3.0435,3.0391,3.0395,261967.202,2025-09-16 23:15:00+00:00
1758064800000,3.0395,3.0409,3.0394,3.0404,80036.615,2025-09-16 23:20:00+00:00
1758065100000,3.0404,3.0405,3.0392,3.0392,145582.4076,2025-09-16 23:25:00+00:00
1758065400000,3.0392,3.0409,3.0392,3.0393,185339.9859,2025-09-16 23:30:00+00:00
1758065700000,3.0393,3.0404,3.0386,3.0395,465142.803,2025-09-16 23:35:00+00:00
1758066000000,3.0395,3.0397,3.0346,3.0365,718358.9818,2025-09-16 23:40:00+00:00
1758066300000,3.0365,3.0379,3.0352,3.037,245623.7765,2025-09-16 23:45:00+00:00
1758066600000,3.037,3.0371,3.0338,3.036,377264.8756,2025-09-16 23:50:00+00:00
1758066900000,3.036,3.0362,3.0348,3.0362,179931.6327,2025-09-16 23:55:00+00:00
1758067200000,3.0362,3.0387,3.0349,3.0383,310734.4534,2025-09-17 00:00:00+00:00
1758067500000,3.0383,3.0383,3.0351,3.0374,323705.8116,2025-09-17 00:05:00+00:00
1758067800000,3.0374,3.0381,3.032,3.0339,414182.1916,2025-09-17 00:10:00+00:00
1758068100000,3.0339,3.0389,3.0339,3.0389,274334.4222,2025-09-17 00:15:00+00:00
1758068400000,3.0389,3.0397,3.0368,3.038,190876.4725,2025-09-17 00:20:00+00:00
1758068700000,3.038,3.0401,3.0379,3.0382,249937.655,2025-09-17 00:25:00+00:00
1758069000000,3.0382,3.0414,3.0374,3.0374,217847.6585,2025-09-17 00:30:00+00:00
1758069300000,3.0374,3.0413,3.0363,3.0395,129187.6892,2025-09-17 00:35:00+00:00
1758069600000,3.0395,3.0409,3.0391,3.0404,157855.992,2025-09-17 00:40:00+00:00
1758069900000,3.0404,3.0404,3.0351,3.0364,257632.1441,2025-09-17 00:45:00+00:00
1758070200000,3.0364,3.0364,3.0329,3.0357,382161.6178,2025-09-17 00:50:00+00:00
1758070500000,3.0357,3.0361,3.0331,3.0345,389548.8866,2025-09-17 00:55:00+00:00
1758070800000,3.0345,3.0365,3.0345,3.0354,147361.492,2025-09-17 01:00:00+00:00
1758071100000,3.0354,3.0379,3.033,3.0372,91392.4884,2025-09-17 01:05:00+00:00
1758071400000,3.0372,3.0389,3.0372,3.0389,184146.0301,2025-09-17 01:10:00+00:00
1758071700000,3.0389,3.0438,3.0364,3.0436,496203.4655,2025-09-17 01:15:00+00:00
1758072000000,3.0436,3.0436,3.0375,3.0421,252491.8118,2025-09-17 01:20:00+00:00
1758072300000,3.0421,3.0435,3.0391,3.0435,222696.6827,2025-09-17 01:25:00+00:00
1758072600000,3.0435,3.0439,3.0376,3.0376,212388.0736,2025-09-17 01:30:00+00:00
1758072900000,3.0376,3.0394,3.0371,3.0394,135681.4425,2025-09-17 01:35:00+00:00
1758073200000,3.0394,3.0394,3.0358,3.0359,517064.5335,2025-09-17 01:40:00+00:00
1758073500000,3.0359,3.0368,3.0346,3.0353,404485.9256,2025-09-17 01:45:00+00:00
1758073800000,3.0353,3.0374,3.0334,3.0355,207685.1956,2025-09-17 01:50:00+00:00
1758074100000,3.0355,3.0386,3.0351,3.0385,62659.9112,2025-09-17 01:55:00+00:00
1758074400000,3.0385,3.0386,3.0355,3.0365,91624.0992,2025-09-17 02:00:00+00:00
1758074700000,3.0365,3.0378,3.0348,3.0349,157959.2024,2025-09-17 02:05:00+00:00
1758075000000,3.0349,3.0352,3.0334,3.0346,161461.2509,2025-09-17 02:10:00+00:00
1758075300000,3.0346,3.0372,3.0343,3.0367,121401.3872,2025-09-17 02:15:00+00:00
1758075600000,3.0367,3.0372,3.0335,3.0342,124651.0536,2025-09-17 02:20:00+00:00
1758075900000,3.0342,3.0365,3.03,3.0314,2761941.0779,2025-09-17 02:25:00+00:00
1758076200000,3.0314,3.043,3.0314,3.0332,2840355.1383,2025-09-17 02:30:00+00:00
1758076500000,3.0332,3.038,3.0305,3.0342,894344.5061,2025-09-17 02:35:00+00:00
1758076800000,3.0342,3.0392,3.0339,3.039,190489.2981,2025-09-17 02:40:00+00:00
1758077100000,3.039,3.0415,3.0376,3.0412,729900.1756,2025-09-17 02:45:00+00:00
1758077400000,3.0412,3.0463,3.0387,3.0394,1206947.9968,2025-09-17 02:50:00+00:00
1758077700000,3.0394,3.0394,3.0362,3.0364,225494.6089,2025-09-17 02:55:00+00:00
1758078000000,3.0364,3.0366,3.0304,3.0333,643237.7308,2025-09-17 03:00:00+00:00
1758078300000,3.0333,3.0353,3.0323,3.0325,125199.5028,2025-09-17 03:05:00+00:00
1758078600000,3.0325,3.0332,3.0305,3.0311,307689.1856,2025-09-17 03:10:00+00:00
1758078900000,3.0311,3.035,3.03,3.0302,140754.5216,2025-09-17 03:15:00+00:00
1758079200000,3.0302,3.032,3.028,3.0292,653640.6098,2025-09-17 03:20:00+00:00
1758079500000,3.0292,3.0329,3.0291,3.0303,512715.5061,2025-09-17 03:25:00+00:00
1758079800000,3.0303,3.0314,3.0232,3.0252,1198808.2612,2025-09-17 03:30:00+00:00
1758080100000,3.0252,3.0253,3.0207,3.0213,568494.2537,2025-09-17 03:35:00+00:00
1758080400000,3.0213,3.022,3.0189,3.021,649186.4362,2025-09-17 03:40:00+00:00
1758080700000,3.021,3.0213,3.0174,3.0189,467192.6237,2025-09-17 03:45:00+00:00
1758081000000,3.0189,3.0189,3.0142,3.0168,665019.6931,2025-09-17 03:50:00+00:00
1758081300000,3.0168,3.017,3.0141,3.0149,1338712.3733,2025-09-17 03:55:00+00:00
1758081600000,3.0149,3.0168,3.0132,3.0144,1211590.2924,2025-09-17 04:00:00+00:00
1758081900000,3.0144,3.0182,3.0138,3.0171,364802.731,2025-09-17 04:05:00+00:00
1758082200000,3.0171,3.0178,3.0157,3.0161,149161.6818,2025-09-17 04:10:00+00:00
1758082500000,3.0161,3.017,3.012,3.0121,1473564.2168,2025-09-17 04:15:00+00:00
1758082800000,3.0121,3.013,3.0091,3.0101,819149.7204,2025-09-17 04:20:00+00:00
1758083100000,3.0101,3.0108,3.0093,3.0093,169320.1235,2025-09-17 04:25:00+00:00
1758083400000,3.0093,3.011,3.0062,3.0096,439590.0151,2025-09-17 04:30:00+00:00
1758083700000,3.0096,3.0115,3.0096,3.0108,168656.9983,2025-09-17 04:35:00+00:00
1758084000000,3.0108,3.0111,3.0092,3.0097,243286.5982,2025-09-17 04:40:00+00:00
1758084300000,3.0097,3.0097,3.0063,3.0063,287615.2042,2025-09-17 04:45:00+00:00
1758084600000,3.0063,3.0091,3.0041,3.0069,440676.6946,2025-09-17 04:50:00+00:00
1758084900000,3.0069,3.0102,3.0066,3.0099,200227.003,2025-09-17 04:55:00+00:00
1758085200000,3.0099,3.0129,3.0093,3.0125,743280.2443,2025-09-17 05:00:00+00:00
1758085500000,3.0125,3.0144,3.0119,3.0133,1479785.376,2025-09-17 05:05:00+00:00
1758085800000,3.0133,3.015,3.013,3.0149,251608.818,2025-09-17 05:10:00+00:00
1758086100000,3.0149,3.0156,3.0122,3.0131,165781.1409,2025-09-17 05:15:00+00:00
1758086400000,3.0131,3.0144,3.0104,3.0114,163237.5473,2025-09-17 05:20:00+00:00
1758086700000,3.0114,3.0149,3.007,3.007,642866.9773,2025-09-17 05:25:00+00:00
1758087000000,3.007,3.0113,3.0069,3.0099,1937828.8878,2025-09-17 05:30:00+00:00
1758087300000,3.0099,3.0143,3.0099,3.0143,352561.0899,2025-09-17 05:35:00+00:00
1758087600000,3.0143,3.0144,3.0117,3.0137,99625.7597,2025-09-17 05:40:00+00:00
1758087900000,3.0137,3.0176,3.0054,3.0114,1275209.4258,2025-09-17 05:45:00+00:00
1758088200000,3.0114,3.0168,3.011,3.0167,514845.953,2025-09-17 05:50:00+00:00
1758088500000,3.0167,3.0197,3.0167,3.0186,783519.5488,2025-09-17 05:55:00+00:00
1758088800000,3.0186,3.0207,3.0163,3.019,1373547.9706,2025-09-17 06:00:00+00:00
1758089100000,3.019,3.0198,3.017,3.018,317293.6017,2025-09-17 06:05:00+00:00
1758089400000,3.018,3.0187,3.0161,3.0186,161840.8699,2025-09-17 06:10:00+00:00
1758089700000,3.0186,3.0209,3.0127,3.0137,1263099.1693,2025-09-17 06:15:00+00:00
1758090000000,3.0137,3.0164,3.0131,3.0152,594886.448,2025-09-17 06:20:00+00:00
1758090300000,3.0152,3.0178,3.0148,3.0151,1111209.9024,2025-09-17 06:25:00+00:00
1758090600000,3.0151,3.0166,3.014,3.0148,226036.029,2025-09-17 06:30:00+00:00
1758090900000,3.0148,3.0194,3.0148,3.0193,407141.0988,2025-09-17 06:35:00+00:00
1758091200000,3.0193,3.0215,3.0186,3.0214,717336.4249,2025-09-17 06:40:00+00:00
1758091500000,3.0214,3.0214,3.019,3.0199,288836.1248,2025-09-17 06:45:00+00:00
1758091800000,3.0199,3.0239,3.0196,3.0239,450381.3291,2025-09-17 06:50:00+00:00
1758092100000,3.0239,3.0239,3.021,3.0221,448365.3808,2025-09-17 06:55:00+00:00
1758092400000,3.0221,3.0221,3.0191,3.0201,220892.8876,2025-09-17 07:00:00+00:00
1758092700000,3.0201,3.0239,3.0197,3.0239,328525.0968,2025-09-17 07:05:00+00:00
1758093000000,3.0239,3.0253,3.0234,3.0246,381114.1867,2025-09-17 07:10:00+00:00
1758093300000,3.0246,3.0317,3.0244,3.0316,875829.3205,2025-09-17 07:15:00+00:00
