timestamp,open,high,low,close,volume,returns,log_returns,change,range,SMA_3,SMA_6,EMA_6,vol_ma3,vol_ratio,target_up,target_price
2025-06-10 06:00:00,158.1230045943997,158.1230045943997,158.1230045943997,158.1230045943997,8566359908.668943,,,0.0,0.0,,,158.1230045943997,,,1,158.317370301341
2025-06-10 07:00:00,158.317370301341,158.317370301341,158.317370301341,158.317370301341,8602749896.11347,0.0012292057530771672,0.0012284508982034483,0.0,0.0,,,158.17853765352578,,,1,158.43135646052232
2025-06-10 08:00:00,158.43135646052232,158.43135646052232,158.43135646052232,158.43135646052232,8697987477.94852,0.0007199851725958606,0.0007197261076126549,0.0,0.0,158.29057711875433,,158.25077159838193,8622365760.91031,1.0087704139600575,0,158.14029130196263
2025-06-10 09:00:00,158.14029130196263,158.14029130196263,158.14029130196263,158.14029130196263,8718309197.699697,-0.00183716888539176,-0.0018388585499317061,0.0,0.0,158.29633935460865,,158.219205799405,8673015523.920563,1.005222367428516,1,158.83343745655546
2025-06-10 10:00:00,158.83343745655546,158.83343745655546,158.83343745655546,158.83343745655546,8458221303.24557,0.004383109129787011,0.0043735312839288795,0.0,0.0,158.46836173968015,,158.39470055859084,8624839326.29793,0.9806816084626265,0,158.02516723487935
2025-06-10 11:00:00,158.02516723487935,158.02516723487935,158.02516723487935,158.02516723487935,8088229275.678517,-0.0050887913440593735,-0.005101783337167671,0.0,0.0,158.3329653311325,158.3117712249434,158.289119608959,8421586592.207929,0.9604163285766306,1,160.82592111772252
2025-06-10 12:00:00,160.82592111772252,160.82592111772252,160.82592111772252,160.82592111772252,8428134118.342023,0.01772346729227192,0.01756823809528918,0.0,0.0,159.22817526971912,158.76225731216388,159.0139200400343,8324861565.75537,1.0124053177065993,1,161.0751423070002
2025-06-10 13:00:00,161.0751423070002,161.0751423070002,161.0751423070002,161.0751423070002,8683888404.091696,0.0015496332155016113,0.0015484337729211426,0.0,0.0,159.97541021986737,159.22188597977376,159.60284068773882,8400083932.704079,1.033785909005347,0,159.06850784625658
2025-06-10 14:00:00,159.06850784625658,159.06850784625658,159.06850784625658,159.06850784625658,8798105331.150234,-0.012457753766369928,-0.012536002125859747,0.0,0.0,160.32319042365975,159.3280778773961,159.45017416160104,8636709284.527985,1.018687215385538,0,157.29590285827092
2025-06-10 15:00:00,157.29590285827092,157.29590285827092,157.29590285827092,157.29590285827092,9008535332.804691,-0.011143657610084068,-0.01120621332971589,0.0,0.0,159.1465176705092,159.18734647011416,158.83466807493528,8830176356.015541,1.0201988012014782,1,158.06243786592657
2025-06-10 16:00:00,158.06243786592657,158.06243786592657,158.06243786592657,158.06243786592657,7203234145.191658,0.00487320390249657,0.0048613682803840775,0.0,0.0,158.142282856818,159.0588465383427,158.61403087236135,8336624936.3821945,0.8640468055310656,0,157.21088723098225
2025-06-10 17:00:00,157.21088723098225,157.21088723098225,157.21088723098225,157.21088723098225,8866003824.232138,-0.005387431994859027,-0.005401996540493983,0.0,0.0,157.5230759850599,158.92313320435983,158.21313268911018,8359257767.409495,1.0606209391937056,1,158.26061870880412
2025-06-10 18:00:00,158.26061870880412,158.26061870880412,158.26061870880412,158.26061870880412,8845464671.467371,0.006677218711192312,0.006655024827167159,0.0,0.0,157.84464793523765,158.49558280287343,158.22670012330846,8304900880.297055,1.0650897342378614,1,164.32536187882013
2025-06-10 19:00:00,164.32536187882013,164.32536187882013,164.32536187882013,164.32536187882013,8749095996.189034,0.03832124011327798,0.037605216742594746,0.0,0.0,159.93228927286884,159.0372860648434,159.96917491059753,8820188163.962847,0.9919398354715063,0,163.57747578585858
